vid,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,word
0,0.54299982969014620,0.69429170298224160,0.51824663688388320,0.68245112076217340,0.65359149100373750,0.62241899950250490,0.6970496456202170,0.58167470967918260,0.57760820425297530,0.65051232140705380,0.5309899781374010,0.52008652982558430,0.59877461771513720,0.67852026619553570,0.58221839239344230,0.65968106153005730,0.66628412011453610,0.67315760180050530,0.62415363830866410,0.60886213303453530,0.57150684478234120,0.62608198941284670,0.59977125110762030,0.6252545567892810,0.52903613857605690,0.6531446067419070,0.54964612726919150,0.59097943192898520,0.56619954550166610,0.50388589696588380,0.67570642283242550,0.62816944160077410,0.55689153269570980,0.51969510614085120,0.53155589578424630,0.58781633461685270,0.58489791918300230,0.53155704898491580,0.53975419286316710,0.51966329432380720,0.5793141470960510,0.68747802227486180,0.51382100534502810,0.59018406714606360,0.51216426684600810,0.5223795945179436, 2
0,0.60387022344766260,0.55960089134317960,0.6683856146715260,0.66837854984194710,0.55192511049796170,0.60441603677303190,0.59834737563283340,0.69966359266690870,0.59127323175076370,0.54748892221581520,0.54812403836826680,0.6984696020719590,0.65766836920775010,0.65288352903083710,0.58160374476351640,0.62432197263041860,0.61650559416661220,0.54585956675045440,0.67348841184393280,0.53542513550586390,0.60011342954603460,0.59664842432752490,0.63615651034773820,0.68740730043913770,0.51430480334700260,0.69844009188716230,0.68910077444932980,0.61869575745718950,0.63879713535601570,0.69858645947200350,0.69735610823507840,0.61129209432104480,0.63903801348281460,0.63938492761804320,0.69699870490594250,0.56070490305652950,0.60829431037909190,0.69128114786426980,0.61815556845250270,0.50570973957352860,0.61993653378783280,0.52529647156303820,0.54251479100610540,0.54346717010584030,0.5631804876589770,0.508120428662301, 2
0,0.54549211745932410,0.64927938229741770,0.6011081412301720,0.63289400003596130,0.67399369249244290,0.54054724028261250,0.69995561629632090,0.67380585256050460,0.51535674255958830,0.63218546756397250,0.64077138508140410,0.60935826667675260,0.67042178686972530,0.6210125892140890,0.6660301109181690,0.58694703146539240,0.60786232829855510,0.53484129279600460,0.57231324294432780,0.62468802964711370,0.54175297101488610,0.60676583239769220,0.68371685774469480,0.5904711181799930,0.64762055974173570,0.53883242531350030,0.52512322926523640,0.69805222917399260,0.66961066450208950,0.50369236561558940,0.58103389839409390,0.56422960552012350,0.54073125978955370,0.60624096989032130,0.64342196096039750,0.65314163008816110,0.6622671673192890,0.61370608392984670,0.65884611196823570,0.51438745937905970,0.50847773247727090,0.55847011203575140,0.52231811211321180,0.64701534063871410,0.54661274286257190,0.6294848995268265, 2
0,0.61114802710683420,0.58953101355043460,0.54432171256876180,0.6380691788312820,0.55855496608628590,0.57540026902282190,0.57182376069626210,0.64974222202616840,0.508515009504060,0.55412412622360840,0.5638157007767560,0.52047698935920460,0.59880872489132960,0.64679155606887420,0.66421016217547550,0.58353258625969450,0.51686988949704160,0.50056995090822120,0.59561537554474330,0.50891537922067810,0.58667023795093320,0.51752044826286030,0.65121366075529410,0.67578811988171440,0.55836818435003510,0.68029589476832960,0.59412196129060930,0.50746367127531320,0.58438486209502830,0.63803906564270420,0.64607138999972770,0.62266185080064260,0.66957526138746670,0.68919970125126010,0.5002440014542010,0.63688653106114960,0.69172337439845680,0.55162650008201570,0.50067913484645480,0.50165984389700120,0.63662796892239390,0.51674813234549980,0.67111409856713490,0.67380744049333740,0.64800618176191960,0.6825990906519496, 2
1,0.54212698602928031,0.5347181994808921,0.55688003282925951,0.68514096041441671,0.53259663247567051,0.62392984323184081,0.52685160708378141,0.56716576569497881,0.58954947731372551,0.59237070481233541,0.58220624104312751,0.52156750083289431,0.54403226407610011,0.60334439704029411,0.59481743277428251,0.65951891996665121,0.5268128325982251,0.681704337204891,0.52571566077768691,0.56568363013641491,0.51390548147911051,0.535527527873531,0.69862420559341631,0.5922655840380251,0.66974131944497631,0.65710494067369641,0.52264646035369391,0.60935226656007461,0.53030774407524551,0.5594311162882591,0.61079350902305321,0.54885054993159571,0.57073255551058381,0.69537267979645911,0.50102192196079961,0.59916468752989371,0.57961954669102221,0.67363765441056111,0.52699454212701981,0.58281018012791721,0.67383700782438481,0.63645602481218421,0.52423139243631391,0.63625973802798231,0.59875112626737861,0.6211091834153311, 2
1,0.50217000974755541,0.65395745442375571,0.53251168001798071,0.572557045048411,0.65657360508979771,0.67744563778743161,0.5762061993987741,0.6696819251834111,0.63430322114046841,0.56407624831803181,0.60192433814355871,0.61493612279972251,0.60839511914761321,0.66666029048492011,0.66435033386894831,0.57272737539297341,0.57675306465413011,0.68014696814702761,0.68583521363902331,0.55765516638882831,0.62376450050315471,0.65307399126686641,0.67442560340998011,0.65463579053799181,0.50383125797877961,0.61988050570902161,0.61227569572111941,0.57868374989720261,0.55759075101136961,0.51603918042464791,0.66501577376080871,0.65518048745541921,0.62877798306682791,0.50290205691102861,0.61624724542288121,0.64198146453810861,0.678795136649691,0.50514101891473451,0.67575254667495511,0.60361883108382621,0.62115603439835091,0.62122186809346511,0.59147709681917981,0.62552586094489391,0.65345654648942651,0.5790139784350155, 2
1,0.64505484849646261,0.50144075411175221,0.68549029751004331,0.56278200074865291,0.54750469577475241,0.69537743385902071,0.69809514910752731,0.54825772616626711,0.67106815877491321,0.64227341156602021,0.52418715898598971,0.60865532295878241,0.55071221962721511,0.54339939522028581,0.63957520194596271,0.53881784700431861,0.59091475749369471,0.56055558662520791,0.5888430172791791,0.57141045212014011,0.57029670416201671,0.6581914781901431,0.67996022625403761,0.6767281027784321,0.65006658895138861,0.54836065642823261,0.62873073426643091,0.68225008520671571,0.51717560938527281,0.56497041605152031,0.57519112308546891,0.62922100971439641,0.60027425425779371,0.62606278460814591,0.66998249878045531,0.61555486113749161,0.67800247862981211,0.53858598756373221,0.64657619164571931,0.53563399639890041,0.67892985815746481,0.61791381672023951,0.6504091193111771,0.61274383705904961,0.67028925671089221,0.6931294041240006, 2
1,0.63610962448643051,0.56531836839023751,0.63978558695183421,0.57400447449470851,0.64381457105226051,0.61540471774457621,0.62704011128495131,0.64090128876258571,0.68648575572798761,0.59652361189744231,0.59915144838447581,0.6180997928457081,0.62201617274640131,0.57342457170032021,0.58310371600385241,0.66440154076320481,0.53128666314462641,0.63803349595435011,0.64970441449539471,0.61335719864097771,0.69493211446964231,0.59785733106595121,0.65944660918324871,0.64310190841025341,0.59967352309079371,0.52105193142493521,0.51822380963080991,0.59424025924659231,0.51123612619756551,0.63271698961675621,0.54369586596976341,0.64442976263206041,0.65480941668291191,0.67035592776371511,0.67496563464453111,0.63124358095376311,0.5057155342209221,0.51088358235552531,0.5721046175383361,0.68734163771010191,0.6144125917412411,0.6358611726936411,0.50949662812867861,0.6022886041825931,0.61711406062689191,0.6204227256582301, 2
2,0.184803188121147132,0.1678388034244812,0.252807313457700132,0.365985030472011362,0.30374592475623472,0.171492203985938482,0.333354168679369232,0.29380574871704772,0.360325950563817442,0.331950832713561242,0.350233167096239252,0.294454793139948772,0.171508507771409772,0.267307168088376072,0.33004791554415972,0.20121918681534652,0.30193659681722162,0.279065483857379952,0.35641849825061282,0.27029825287710312,0.25912528207947712,0.34294372523991512,0.310555270889217972,0.21818676738437882,0.184390581425863042,0.24238514496696872,0.28041107493843372,0.230218308967465922,0.265917807654279252,0.216359569430748222,0.248938916977707342,0.288226655342307352,0.3363608201021492,0.25890649319356352,0.19795567667826882,0.21253200951716812,0.190135067186878232,0.204387808285971032,0.31118030668891852,0.23104895999432052,0.234739572172111862,0.33922238500153242,0.33286812221586852,0.27545545312545242,0.191530655215771842,0.25432509894162303, 6
2,0.35955225954981232,0.25630378292874112,0.223044660157508842,0.19215920978554282,0.252001111355430132,0.33780708192977622,0.276774409407557932,0.248549190399915522,0.31756541927794722,0.186079801481487232,0.34552547667702642,0.209713155024935072,0.281948216347583662,0.286792089717211152,0.257910721642436172,0.205203941354490132,0.241943313720842772,0.319128312292573442,0.34248878682877242,0.263133137780076742,0.2947315122523122,0.28542953628308752,0.234022992598771242,0.30435293937561892,0.33164987639290112,0.289855125890302162,0.233523697213304572,0.330015261874397172,0.184412442126347782,0.304424489935415932,0.251639471547548732,0.31695861820571262,0.334608115983504932,0.312848130580727362,0.169471156923953342,0.297754015404762652,0.212600243684245322,0.3155074523200062,0.24062878446332342,0.31073295118539572,0.199179896447150262,0.186531073825891852,0.26776620932442042,0.169973144169011212,0.207073525451265372,0.2839483770235912, 6
